id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms
BPN_1065,अथ गुणवतस्तोयस्य लक्षणान्याह,,"अगन्धमव्यक्तरसं सुशीतं तर्षनाशनम् |

स्वच्छं लघु च हृद्यञ्च तोयं गुणवदुच्यते ||७१||",,वारिवर्गः,Guna: लघु,"स्वच्छ , हृद्य",,
BPN_1066,गोदुग्धम्,"क्षीर, पयः (पयस्), स्तन्य, बालजीवन",,"दुग्धं क्षीरं पयः स्तन्यं बालजीवनमित्यपि |

दुग्धं सुमधुरं स्निग्धं वातपित्तहरं सरम् |

सद्यःशुक्रकरं शीतं सात्म्यं सर्वशरीरिणाम् ||१||

जीवनं बृंहणं बल्यं मेध्यं वाजीकरं परम् |

वयःस्थापनमायुष्यं सन्धिकारि रसायनम् ||२||",दुग्धवर्गः,Rasa: मधुर | Guna: स्निग्ध | Virya: शीतल,"वात-पित्तहर, सर, सद्यः शुक्रकर, शीत, सर्वशरीरिणां सात्म्य, जीवन, बृंहण, बल्य, मेध्य, वाजीकर, वयःस्थापन, आयुष्य, सन्धिकारि, रसायन",,
BPN_1067,अथ दुग्धपानार्हजनानाह,,,"विरेकवान्तिबस्तीनां सेव्यमोजोविवर्धनम् |

जीर्णज्वरे मनोरोगे शोषमूर्च्छाभ्रमेषु च ||३||

ग्रहण्यां पाण्डुरोगे च दाहे तृषि हृदामये |

शूलोदावर्तगुल्मेषु वस्तिरोगे गुदाङ्कुरे ||४||

रक्तपित्तेऽतिसारे च योनिरोगे श्रमे क्लमे |

गर्भस्रावे च सततं हितं मुनिवरैः स्मृतम् ||५||

बालवृद्धक्षतक्षीणाः क्षुद्व्यवायकृशाश्च ये |

तेभ्यः सदाऽतिशयितं हितमेतदुदाहृतम् ||६||",दुग्धवर्गः,,"विरेक-वान्ति-वस्तीनां सेव्यम् -ओजोविवर्द्धन, जीर्णज्वर-मनोरोग-शोष-मूर्च्छा-भ्रम-ग्रहणी-पाण्डुरोग-दाह-तृष-हृदामय-शूल-उदावर्त-गुल्म-वस्तिरोग-गुदाङ्कुर-रक्तपित्त-अतिसार-योनिरोग-श्रम-क्लम-गर्भस्राव सततहित, बाल-वृद्ध-क्षतक्षीण-क्षुद्व्यवायकृशेभ्यः हित",,
BPN_1068,अथ गोदुग्धस्य गुणानाह,,,"गव्यं दुग्धं विशेषेण मधुरं रसपाकयोः |

शीतलं स्तन्यकृत्स्निग्धं वातपित्तास्रनाशनम् ||७||

दोषधातुमलस्रोतः किञ्चित्क्लेदकरं गुरु |

जरासमस्तरोगाणां शान्तिकृत्सेविनां सदा ||८||",दुग्धवर्गः,"Rasa: मधुर | Guna: शीतल, स्निग्ध, गुरु | Virya: मधुर","दोष-धातु-मल-स्रोत किञ्चित् क्लेदकर, स्तन्यकृत्, वात-पित्ता-अस्रनाशन, जरा-समस्तरोगशान्तिकृत्",,
BPN_1069,कृष्णादीनां गवां दुग्धगुणाः,,,"कृष्णाया गोर्भवेद् दुग्धं वातहारि गुणाधिकम् |

पीताया हरते पित्तं तथा वातहरं भवेत् |

श्लेष्मलं गुरु शुक्लाया रक्तचित्रा च वातहृत् ||९||
",दुग्धवर्गः,,"कृष्णा गौः - वातहारि, गुणाधिक ; पीता गौः - पित्तहर, वातहर ; शुक्ला गौः - श्लेष्मल, गुरु ; रक्त-चित्रा गौः - वातहत्",,
BPN_1070,सद्यः प्रसूतायाः विवत्सायाः गोर्दुग्धम्,,,"बालवत्सविवत्सानां गवां दुग्धं त्रिदोषकृत् |

बष्कयिण्यास्त्रिदोषघ्नं तर्पणं बलकृत्पयः |

जाङ्गलानूपशैलेषु चरन्तीनां यथोत्तरम् |

पयो गुरुतरं स्नेहो यथाहारं प्रवर्तते ||१०||",दुग्धवर्गः,,त्रिदोषकृत्,,
BPN_1071,बष्कयिण्याः गोदुग्धम्,,,"बालवत्सविवत्सानां गवां दुग्धं त्रिदोषकृत् |

बष्कयिण्यास्त्रिदोषघ्नं तर्पणं बलकृत्पयः |

जाङ्गलानूपशैलेषु चरन्तीनां यथोत्तरम् |

पयो गुरुतरं स्नेहो यथाहारं प्रवर्तते ||१०||",दुग्धवर्गः,,"त्रिदोषघ्न, तर्पण, बलकृत्",,
BPN_1072,देशविशेषेण गोदुग्धम्,,,"बालवत्सविवत्सानां गवां दुग्धं त्रिदोषकृत् |

बष्कयिण्यास्त्रिदोषघ्नं तर्पणं बलकृत्पयः |

जाङ्गलानूपशैलेषु चरन्तीनां यथोत्तरम् |

पयो गुरुतरं स्नेहो यथाहारं प्रवर्तते ||१०||",दुग्धवर्गः,,"जाङ्गल-अनूप-शैलचरन्तीनां गुरुतर, स्नेह",,
BPN_1073,आहारविशेषेण गोदुग्धम्,,,"स्वल्पान्नभक्षणाज्जातं क्षीरं गुरु कफप्रदम् |

तत्तु बल्यं परं वृष्यं स्वस्थानां गुणदायकम् |

पलालतृणकार्पासबीजजं गुणैर्हितम् ||११||",दुग्धवर्गः,Rasa: गुरु,"स्वल्पान्नभक्षनात् जातं -  कफप्रद – बल्य, पर, वृष्य, स्वस्थानां गुणदायक रोगिणे हितं – पलाल-तृण-कार्पास-बीजजं हित",,
BPN_1074,माहिषदुग्धम्,,,"माहिषं मधुरं गव्यात्स्निग्धं शुक्रकरं गुरु |

निद्राकरमभिष्यन्दि क्षुधाधिक्यहरं हिमम् ||१२||",दुग्धवर्गः,"Rasa: मधुर | Guna: गुरु, स्निग्ध | Virya: शीतल","शुक्रकर, निद्राकर, अभिष्यन्दि, क्षुधाधिक्यहर",,
BPN_1075,अजादुग्धम्,,,"छागं कषायं मधुरं शीतं ग्राहि तथा लघु |

रक्तपित्तातिसारघ्नं क्षयकासज्वरापहम् ||१३||

अजानामल्पकायत्वात्कटुतिक्तनिषेवणात् |

स्तोकाम्बुपानाद्व्यायामात्सर्वरोगापहं पयः ||१४||",दुग्धवर्गः,"Rasa: कषाय, मधुर, कटु, तिक्त | Guna: लघु | Virya: शीत","ग्राहि, रक्त-पित्ता-अतिसारघ्न, क्षय-कास-ज्वरापह, सर्वरोगापह",,
BPN_1076,मृग्यादिदुग्धम्,,,मृगीणां जाङ्गलोत्थानामजाक्षीरगुणं पयः ||१५||,दुग्धवर्गः,,अजाक्षीरगुणं,,
BPN_1077,आविकदुग्धम्,,,"आविकं लवणं स्वादु स्निग्धोष्णं चाश्मरीप्रणुत् |

अहृद्यं तर्पणं केश्यं शुक्रपित्तकफप्रदम् |

गुरु कासानिलोद्भूते केवले चानिले वरम् ||१६||",दुग्धवर्गः,"Rasa: लवण, स्वादु | Guna: स्निग्ध, गुरु, उष्ण | Virya: उष्ण","अश्मरीप्रणुत्, अहृद्य, तर्पण, केश्य, शुक्रपित्तकफप्रद",,
BPN_1078,घोटकीदुग्धम्,,,"रूक्षोष्णं वडवाक्षीरं बल्यं शोषानिलापहम् |

अम्लं पटु लघु स्वादु सर्वमैकशफं तथा ||१७||",दुग्धवर्गः,"Rasa: अम्ल,  स्वादु | Guna: रूक्ष, लघु, उष्ण | Virya: उष्ण","बल्य, शोष-अनिलापह, पटु",,
BPN_1079,औष्ट्रदुग्धम्,,,"औष्ट्रं दुग्धं लघु स्वादु लवणं दीपनं तथा |

कृमिकुष्ठकफानाहशोथोदरहरं सरम् ||१८||",दुग्धवर्गः,"Rasa: स्वादु, लवण | Guna: लघु","दीपन, कृमि-कुष्ठ-कफ-आनाह-शोथोदरहर, सर",,
BPN_1080,हस्तिनीदुग्धम्,,,"बृंहणं हस्तिनीदुग्धं मधुरं तुवरं गुरु |

वृष्यं बल्यं हिमं स्निग्धं चक्षुष्यं स्थिरताकरम् ||१९||",दुग्धवर्गः,"Rasa: मधुर, तुवर | Guna: गुरु, स्निग्ध | Virya: शीतल","बृंहण, वृष्य, बल्य, चक्षुष्य, स्थिरताकर",,
BPN_1081,नारीदुग्धम्,,,"नार्या लघु पयः शीतं दीपनं वातपित्तजित् |

चक्षुःशूलाभिघातघ्नं नस्याश्च्योतनयोर्वरम् ||२०||",दुग्धवर्गः,Guna: लघु | Virya: शीत,"दीपन, वात-पित्तजित्, चक्षुःशूलाभिघातघ्न, नस्य-अश्च्योतनवर",,
BPN_1083,धारोष्णम्,,,,दुग्धवर्गः,"Guna: लघु, गुरु, स्निग्ध | Virya: शीत","बल्य, सुधासम, दीपन, त्रिदोषघ्न",,
BPN_1084,धाराशीतम्,,,,दुग्धवर्गः,,"अभीष्यन्दि, श्लेष्म-आमवर्द्धन, हितं, कफवातघ्न, पित्तनुत्, वृष्य, बलविवर्धन",,
BPN_1085,पीयूष-किलाट-क्षीरशाक-तक्रपिण्ड-मोरटानाम्,,,"क्षीरं तत्कालसूताया घनं पीयूषमुच्यते |

नष्टदुग्धस्य पक्वस्य पिण्डः प्रोक्तः किलाटकः ||२६||

अपक्वमेव यन्नष्टं क्षीरशाकं हि तत्पयः |

दध्ना तक्रेण वा नष्टं दुग्धं बद्धं सुवाससा ||२७||

द्रवभावेन सहितं तक्रपिण्डः स उच्यते |

नष्टदुग्धं भवेन्नीरं मोरटं जेज्जटोऽब्रवीत् ||२८||

पीयूषञ्च किलाटश्च क्षीरशाकं तथैव च |

तक्रपिण्ड इमे वृष्या बृंहणा बलवर्धनाः ||२९||

गुरवः श्लेष्मला हृद्या वातपित्तविनाशनाः |

दीप्ताग्नीनां विनिद्राणां विद्रधौ चाभिपूजिताः ||३०||

मुखशोषतृषादाहरक्तपित्तज्वरप्रणुत् |

लघुर्बलकरो रुच्यो मोरटः स्यात्सितायुतः ||३१||",दुग्धवर्गः,"Guna: गुरु, लघु,","वृष्य, बृंहण, बलवर्द्धन, श्लेष्मल, हृद्य, वात-पित्तविनाशन, दीप्ताग्नि-विनिद्रा-विद्रधिजनेभ्यः अत्युत्तम, मुखशोष-तृषा -दाह-रक्त-पित्त-ज्वरप्रणुत्, बलकर, रुच्य",,
BPN_1086,संतानिका,,,"सन्तानिका गुरुः शीता वृष्या पित्तास्रवातनुत् |

तर्पणी बृंहणी स्निग्धा बलासबलशुक्रला ||३२||

",दुग्धवर्गः,"Guna: गुरुः, स्निग्ध | Virya: शीत","वृष्य, पित्त-अस्र-वातनुत्, तर्पणी, बृंहणी, बलासबलशुक्रल",,
BPN_1087,खण्डादियुक्तस्य दुग्धम्,,,"खण्डेन सहितं दुग्धं कफकृत्पवनापहम् |

सितासितोपलायुक्तं शुक्रलं त्रिमलापहम् |

सगुडं मूत्रकृच्छ्रघ्नं पित्तश्लेष्मकरं परम् ||३३||",दुग्धवर्गः,,"खण्डेन सहितम् - कफकृत्, पवनापह ; सितासितोपलायुक्तम् - शुक्रल, त्रिमलापह ; सगुडम्  - मूत्रकृच्छ्रघ्न, पित्तश्लेष्मकर",,
BPN_1088,प्रभातादिभवस्य दुग्धम्,,,"रात्रौ चन्द्रगुणाधिक्याद्व्यायामाकरणात्तथा |	
	
प्राभातिकं तदा प्रायः प्रादोषाद् गुरु शीतलम् ||३४||	
	
दिवाकरकराघाताद्व्यायामानिलसेवनात् |	
	
प्राभातिकात्तु प्रादोषं लघु वातकफापहम् ||३५||	",दुग्धवर्गः,"Guna: लघु, गुरु | Virya: शीतल",वातकफापह,,
BPN_1089,अथ दुग्धसेवनस्य समयविशेषेण गुणविशेषानाह,,,"वृष्यं बृंहणमग्निदीपनकरं पूर्वाह्णकाले पयो मध्याह्ने तु बलावहं कफहरं पित्तापहं दीपनम् |

बाले वृद्धिकरं क्षये क्षयकरं वृद्धेषु रेतोवहं रात्रौ पथ्यमनेकदोषशमनं क्षीरं सदा सेव्येत ||३६||

वदन्ति पेयं निशि केवलं पयो भोज्यं न तेनेह सहौदनादिकम् |

भवत्यजीर्णे निशि पीतशर्करा क्षीराल्पपानस्य तु शेषमुत्सृजेत् ||३७||

विदाहीन्यन्नपानानि दिवा भुङ्क्ते हि यन्नरः |

तद्विदाहप्रशान्त्यर्थं रात्रौ क्षीरं सदा पिबेत् ||३८||

दीप्तानले कृशे पुंसि वातवृद्धे पयःप्रिये |

मतं हिततमं पथ्यं सद्यःशुक्रकरं यतः ||३९||",दुग्धवर्गः,,"पूर्वाह्नकाले - वृष्य, बृंहण, अग्निदीपनकर ; मध्याह्ने - बलावह, कफहर, पित्तापह, दीपन वाले वृद्धिकर, क्षयेऽक्षयकर, वृद्धेषु रेतोवह, रात्रौ पथ्यमनेकदोषशमन, चक्षुर्हित, दीप्तानलकृषवालवृद्धपयःप्रियेषु सद्यः शुक्रकरं दुग्धं हितं",,
BPN_1090,मथितदुग्धम्,,,"क्षीरं गव्यमथाजं वा कोष्णं दण्डाहतं पिबेत् |

लघु वृष्यं ज्वरहरं वातपित्तकफापहम् ||४०||
",दुग्धवर्गः,Guna: लघु,"वृष्य, ज्वरहर, वात-पित्त-कफापह",,
BPN_1091,दुग्धफेनम्,,,"गोदुग्धप्रभवं किं वा छागीदुग्धसमुद्भवम् |

भवेत्कोष्णं त्रिदोषघ्नं रोचनं बलवर्द्धनम् ||४१||

वह्निवृद्धिकरं वृष्यं सद्यस्तृप्तिकरं लघु |

अतीसारेऽग्निमान्द्ये च ज्वरे जीर्णे प्रशस्यते ||४२||",दुग्धवर्गः,Guna: लघु,"त्रिदोषघ्न, रोचन, बलवर्द्धन, वह्निवृद्धिकर, वृष्य, सद्यस्तृप्तिकर, अतीसार-अग्निमान्द्य-ज्वर-जीर्ण-प्रशस्य",,
BPN_1092,निन्दितदुग्धम्,,,"विवर्णं विरसं चाम्लं दुर्गन्धं ग्रथितं पयः |

वर्जयेदम्ललवणयुक्तं बुद्ध्यादिहृद्यतः ||४३||",दुग्धवर्गः,,विवर्ण-विरस-आम्ल-दुर्गन्ध-अम्ललवणयुक्त-कुष्ठादिकृत्-वर्जन,,
BPN_1093,मन्दादिदधि,,,,दधिवर्गः,"Rasa: कषाय | Guna: गुरु, उष्ण, स्निग्ध | Vipaka: आम्ल","दीपन, ग्राहि, पित्ता-अस्र-शोथ-मेदः-कफप्रद| मूत्रकृच्छ्र-प्रतिश्याय-शीतग-विषमज्वर-अतीसार-अरुचि-कार्ये शस्यते| बल-शुक्रकृत्",,
BPN_1096,मन्दम्,,,,दधिवर्गः,,"घन, सृष्टविण्मूत्र, दोषत्रयविदाहकृत्, मन्द, अव्यक्तरस",,
BPN_1097,स्वादु,,,,दधिवर्गः,"Rasa: व्यक्त -मधुररस, अव्यक्त-आम्लरस | Vipaka: मधुर","अभिष्यन्दि, वृष्य, मेदकफावह, वातघ्न, रक्त-पित्तप्रसादन",,
BPN_1098,स्वाद्वम्लम्,,,,दधिवर्गः,"Rasa: मधुर, कषाय",,,
BPN_1099,अम्ल,,,,दधिवर्गः,"Rasa: तिरोहित-मधुर, व्यक्त-आम्ल | Vipaka: मधुर","दीपन, पित्त-रक्त-श्लेष्म-विवर्द्धन",,
BPN_1100,अत्यम्ल,,,,दधिवर्गः,,"दन्त-रोम-हर्ष-कण्ठादिदाहकृत्, दीपन, रक्त-वात-पित्तकर",,
BPN_1101,अजदधि,,,,दधिवर्गः,"Rasa: मधुर, आम्ल","रुचिप्रद, पवित्र, दीपन, हृद्य, पुष्टिकृत्, पवनापह",,
BPN_1102,पक्वदुग्धजातस्य दधि,,,,दधिवर्गः,"Rasa: मधुर | Guna: गुरु, स्निग्ध | Vipaka: मधुर","श्लेष्मल, वातपित्तनुत् , अभिश्यन्दि, वृष्य, अस्रदूषक",,
BPN_1103,निःसारदुग्धनितदधि,,,,दधिवर्गः,Guna: लघु,"उत्तम, ग्राहि, दोषत्रयापह, श्वासकासार्शः, क्षयकार्यदीपन",,
BPN_1104,गालितदधि,,,,दधिवर्गः,Guna: स्निग्ध,"रुच्य, पित्ता-अनिलापह, सर्वधातु-अग्निबलवर्द्धन",,
BPN_1105,शर्करादिसहितस्य दधि,,,,दधिवर्गः,"Guna: लघु, शीतल","सङ्ग्राहि, वातल, विष्टम्भि, दीपन, रुच्य, ग्रहणीरोगनाशन",,
BPN_1106,अथ गालितदध्नो गुणानाह,,,,दधिवर्गः,"Rasa: मधुर | Guna: स्निग्ध, गुरु","वातघ्न, कफकृत्, बलपुष्टिकर, रुच्य, नातिपित्तकृत्",,
BPN_1107,सशर्करम्,,,,दधिवर्गः,,"श्रेष्ठ, तृष्णा-पित्ता-अस्र-दाहजित्",,
BPN_1108,सगुडम्,,,,दधिवर्गः,Guna: गुरु,"वातनुत्, वृष्य, बृंहण, तर्पण,",,
BPN_1109,अथ रात्रौ दधिभक्षणस्य निषेधमाह,,,,दधिवर्गः,,"न नक्तं दधि भुञ्जित न चाप्यघृतशर्करं, नामुद्गसूपं नाक्षौद्रं नोष्णं नामलकैर्विना |",,
BPN_1110,अथ ऋतुविशेषेण दध्नो विधिनिषेधावाह,,,,दधिवर्गः,,"हेमन्ते शिशिरे वर्षासु च शस्यते , शरत्-ग्रीष्म-वसन्तेषु प्रायः विगर्हित",,
BPN_1111,अथ विधिमन्तरेण दधिसेवने दुर्गुणानाह,,,,दधिवर्गः,,ज्वर-असृक्पित्त-विसर्प-कुष्ठ-पाण्डु-अमय -भ्रम-कामलां च प्राप्नुयात्,,
BPN_1112,सरः,,,,दधिवर्गः,"Rasa: स्वादु ,आम्ल | Guna: गुरु","स्वादु, वृष्य-वात-वह्निप्रणाशन, वस्तिप्रशमन, पित्तश्लेष्मविवर्द्धन",,
BPN_1113,मस्तु,,,,दधिवर्गः,Guna: लघु,"क्लमहर, बल्य, भक्ताभिलाषकृत्, स्रोतोविशोधन, ह्लादि, कफ-तृष्णा-अनिलापह, अवृष्य, प्रीणन, शीघ्र-मलसञ्चयापह",,
BPN_1114,तक्रम्,"कषाय, आम्ल ",,,तक्रवर्गः,"Rasa: लघु | Guna: उष्ण | Virya: मधुर | Vipaka: ग्राहि, दीपनं, वृष्यं, प्रीणनं, वातनाशनम् । ग्रहण्यादिमतां पथ्यं, न पित्तप्रकोपणम् । कफापहम् ।",,,
BPN_1115,छच्छिका,लवण,,,तक्रवर्गः,"Rasa: लघु, शीतल | Vipaka: पित्त-श्रम-तृषाहरी, वातनुत्, कफकृत्, दीपनी ।",,,
BPN_1116,समुद्ध्रुतघृतं,,,,तक्रवर्गः,Rasa: लघु | Vipaka: समुद्ध्रुतघृतं पथ्यं लघु विशेषतः ।,,,
BPN_1117,स्तोकोद्ध्रुतघृतं,,,,तक्रवर्गः,Rasa: गुरु | Vipaka: स्तोकोद्धृतघृतं वृष्यं कफापहम् ।,,,
BPN_1118,अनुद्ध्रुतघृतं,,,,तक्रवर्गः,Rasa: गुरु | Vipaka: अनुद्धृतघृतं सान्द्रं गुरु पुष्टि-कफप्रदम् ।,,,
BPN_1119,"म्रक्षण, सरज, हैयङ्गवीन, नवनीतक",,,,नवनीतवर्गः,Vipaka: हितं गव्यं वृष्यं वर्णबलाग्निकृत् । संग्राहि वात-पित्त-असृक्क्षयार्शो-अर्दितकासहृत् । बालके वृद्धे तद्धितम् । विशषात् अमृतं शिशोः ।,,,
BPN_1120,अथ माहिषनवनीतस्य गुणानाह,,,,नवनीतवर्गः,Rasa: गुरु | Vipaka: वात-श्लेष्मकरं गुरु । दाह-पित्त-श्रमहरम् । मेदः शुक्रविवर्द्धनम् ।,,,
BPN_1121,अथ दुग्धोत्थनवनीतस्य गुणानाह,,,,नवनीतवर्गः,"Rasa: स्निग्ध, शीतल | Virya: मधुर | Vipaka: चक्षुष्यं रक्त-पित्तनुत् । वृष्यं बल्यम्, ग्राहि ।",,,
BPN_1122,अथ सद्योनिः सारितनवनीतस्य गुणानाह,"कषाय, आम्ल",,,नवनीतवर्गः,"Rasa: शीतल, लघु | Virya: मधुर | Vipaka: सद्यस्कं ग्राहि हिमम् । मेध्यम् ।",,,
BPN_1123,अथ चिरन्तननवनीतस्य गुणानाह,"क्षार, कटु, आम्ल",,,नवनीतवर्गः,Rasa: गुरु | Vipaka: वमन/छर्दि -अर्शः कुष्ठकारकम् । श्लेष्मलं गुरु मेदस्यम् ।,,,
BPN_1124,"घृत, आज्य, हविस्, सर्पिस्",,,,घृतवर्गः,"Rasa: स्वादु, गुरु, स्निग्ध | Guna: शीत | Vipaka: रसायनं, चक्षुष्यं, वह्निदीपनम् । विष-अलक्ष्मी-पाप-पित्ता-अनिलापहम् । अल्पाभिष्यन्दि कान्ति -ओज-तेजो-लावण्यवृद्धिकृत् । स्वर-स्मृतिकरं, उदावर्त्त-ज्वर-उन्माद-शूल-आनाह-व्रणान् हरेत् । मेध्यमायुष्यं बलकृत् । कफकरं, क्षय-वीसर्प-रक्तनुत् ।",,,
BPN_1125,अथ गव्यघृतस्य गुणानाह,,,,घृतवर्गः,"Rasa: गुरु | Guna: शीत | Virya: मधुर | Vipaka: चक्षुष्यं, वृष्यम्, अग्निकृत् ।स्वादुपाककरं शीतं वात-पित्त-कफापहम् । मेधा-लावण्य-कान्ति-ओज-तेजो-वृद्धिकरम् । अलक्ष्मी-पाप-रक्षोघ्नम् वयसः स्थापकम्।  बल्यं, पवित्रम्, आयुष्यं, सुमङ्गल्यं, रसायनं, सुगन्धं, रोचनं, चारु, सर्वाज्येषु गुणाधिकम् ।",,,
BPN_1126,अह माहिषघृतस्य गुणानाह,,,,घृतवर्गः,"Rasa: शीतल, गुरु | Virya: मधुर | Vipaka: पित्त-रक्त-अनिलापहम्, वृष्यं, श्लेष्मलम् |",,,
BPN_1127,हैय्यङ्गवीन,,,,घृतवर्गः,"Vipaka: चक्षुष्यं, दीपनं, रुचिकृत्परम्, बलकृद्, बृंहणं, वृष्यं, विशेषाज्ज्वरनाशनम् ।",,,
BPN_1128,अथ तिलतैलगुणानाह,"मधुर, कषाय, तिक्त",,,तैलवर्गः,"Rasa: गुरु, विशद, सूक्ष्म | Guna: उष्ण | Virya: मधुर | Vipaka: स्थैर्य-बल-वर्णकर-सरम् । वृष्य-विकाशी-वात-कफापहम् । हिमं स्पर्शे-बृंहण-रक्त-पित्तकृत् । लेखनं -बद्धविण्मूत्रं -गर्भाशयविशोधनम् । दीपनं -बुद्धिदं -मेध्यं -व्यवायि-व्रणमेहनुत् । श्रोत्र-योनि-शिरः शूलनाशनम् । त्वच्यं केश्यं चक्षुष्यम् -अभ्यङ्गे लघुताकरम् । भोजनेऽन्यथा । छिन्न-भिन्न-च्युत-उत्पिष्ट- मथितक्षतपिच्चिते-भग्न-स्फुटित-विद्ध-अग्निदग्ध-विश्लिष्टदारिते-वस्तौ-पानेऽन्नसंस्कारे नस्ये कर्ण-अक्षिपूरणे । तथा अभिहतनिर्भुग्न-मृग-व्याघ्रादिविक्षते सेकाभ्यङ्गावगाहेषु तिलतैलं प्रशस्यते ।",,,
BPN_1129,ननु बृंहणलेखनयोः कथं समानाधिकरण्यमित्याह,,,,तैलवर्गः,"Rasa: रूक्ष, सूक्ष्म, स्निग्ध, मृदु, तीक्ष्ण | Vipaka: रूक्षादिदुष्टः पवनः स्रोतः संकोचयेद् । रसोऽसम्यग्वहन् कार्श्यं  कुर्यात् रक्तान्यवर्द्धनम् । तेषु प्रवेष्टुं सरतासौक्ष्म्यस्निग्धत्वमार्दवैः । तैलं क्षमं रसं नेतुं कृशानां तेन बृंहणम् । व्यवायिसूक्ष्मतीक्ष्णोष्णसरत्वैभेदसः क्षयम् । शनैः प्रकुरुते तैलं तेन लेखनमीरितम् । द्रुतं पुरीषं बध्नाति स्खलितं पत्प्रवर्त्तयेत् । ग्राहकं सारकं च ।",,,
BPN_1130,अथ सर्षपराजिका तैलयोर्गुणानाह,कटु,,,तैलवर्गः,Rasa: तीक्ष्ण | Guna: उष्ण | Virya: कटु | Vipaka: अग्निदीपनं -लेखनं -स्पर्शं -पित्ता-अस्रदूषकम् । कफ-मेद-अनिल-आर्शोघ्न-शिरः-कर्णामयापहम् । कण्डू-कुष्ठ-कृमि-श्वित्र-कोठ-दुष्ट-क्रिमिप्रणुत् । मूत्रकृच्छ्रकृत् ।,,,
BPN_1131,अथ तुवरीतैलगुणानाह,,,,तैलवर्गः,"Rasa: उष्ण, लघु, तीक्ष्ण | Vipaka: ग्राहि-कफ-अस्रजित् । वह्निकृत्-विषहृत्-कण्डू-कुष्ठ-कोठ-कृमिप्रणुत् । मेदोदोषापहं व्रणशोथहरम् ।",,,
BPN_1132,अथातसीतैलगुणानाह,कटु ? मधुर ,,,तैलवर्गः,"Rasa: स्निग्ध, उष्ण, गुरु | Virya: कटु | Vipaka: आग्नेय-कफपित्तकृत् । अचक्षुष्य-बल्य-वातहरम् । मलकृत्-ग्राहि-त्वग्दोषहृद् घनम् । वस्तौ पाने तथाऽभ्यङ्गे नस्ये कर्णस्य पूरणे अनुपानविधौ चापि प्रयोज्यं वातशान्तये ।",,,
BPN_1133,अथ कुसुम्भतैलगुणानाह,आम्ल,,,तैलवर्गः,"Rasa: उष्ण, गुरु | Vipaka: विदाहि-चक्षुर्भ्यामहितं, बल्यं, रक्त-पित्त-कफ-प्रदम् ।",,,
BPN_1134,अथ खसबीज तैलगुणानाह,मधुर ,,,तैलवर्गः,"Rasa: गुरु, शीतल | Virya: मधुर | Vipaka: बल्यं, वृष्यम् । वातहृत्-कफहृत् ।",,,
BPN_1135,अथैरण्डतैलगुणानाह,"मधुर , तिक्त, कटु, कषाय",,,तैलवर्गः,"Rasa: तीक्ष्ण, उष्ण, गुरु, पिच्छिल, सूक्ष्म | Virya: मधुर | Vipaka: दीपनं, वृष्यं, त्वच्यं, वयःस्थापि मेधा-कान्ति-बलप्रदम् । योनि-शुक्र-विशोधनम् । विस्रं, सारकम् । वात-उदर-आनाह-गुल्म-अष्ठीला -कटिग्रहान् हन्ति । विषमज्वर-हृद्रोग-पृष्ठ-गुह्यादिशूलनुत् । वात-शोणित-विड्बन्ध-ब्रध्न-शोथ-आम-विद्रधिहरः ।",,,
BPN_1136,तत्र काञ्जिकस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,"Rasa: तीक्ष्ण, लघु, उष्ण | Vipaka: भेदि-रोचन-पाचन-दाहज्वरहर-स्पर्शात्पानाद्वात-कफापह-माषादिवटकैर्यत्तु क्रियते तद् गुणाधिकम् । वातहर-रोचन-पाचन-शूल-अजीर्ण-विबन्ध-अमनाशन-वस्तिशोधनम्",,,
BPN_1137,अथ तुषोदकस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,"Rasa: तीक्ष्ण, उष्ण | Vipaka: दीपन-हृद्य-पाण्डु-क्रिमि-गदापह-पाचन-पित्त-रक्त--कृद्-बस्ति-शूलनुत्",,,
BPN_1138,अथ धान्याम्लस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,Rasa: लघु | Vipaka: प्रीणन-दीपन- अरुचौ वातरोगेषु सर्वेष्वास्थापने हितम्,,,
BPN_1139,अथ शुक्तस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,"Rasa: तीक्ष्ण, ऊष्ण, रूक्ष, लघु | Vipaka: कफघ्न-रोचन-पाचन- पाण्डु-क्रिमिहर-भेदन-रक्तपित्तकृत्",,,
BPN_1140,अथासुतम् तस्य लक्षणं गुणान् चाह,,,,सन्धानवर्गः,Rasa: लघु | Vipaka: रुच्य-पाचन-वातहरम्,,,
BPN_1141,"मद्य, सीधु, मैरेय,इरा , मदिरा, सुरा, कादम्बरी, वारुणी, हाला तथा बलवल्लभा",आम्ल,,,सन्धानवर्गः,"Rasa: रूक्ष, तीक्ष्णं,सूक्ष्म, विशद | Guna: उष्ण | Vipaka: पित्तकृत्-वातनाशन-भेदन-शीघ्रपाक-कफहर-दीपन-रुच्य-पाचन-आशुकारि-व्यवायि-विकाशि",,,
